Stock Code,Company,Board,Listing Date,Amount Raised (RM),Shares Listed,Listing Price (RM),First Day Closing Price (RM),First Day Closing vs Listing Price Premium / Discount (%),Current Closing Price (RM),First Day Closing Market Capitalisation (RM),Current Closing Market Capitalisation (RM),Current Market Cap vs First Day Closing Market Cap (%),Adviser / managing underwriter
0297,TSA GROUP BERHAD,ACE MARKET,02/02/2024,"42,528,750","309,300,000",0.550,0.575,4.55,0.810,"177,847,500","250,533,000",40.87,AMINVESTMENT BANK BERHAD
0298,WENTEL ENGINEERING HOLDINGS BERHAD,ACE MARKET,06/02/2024,"82,992,000","1,150,000,000",0.260,0.280,7.69,0.280,"322,000,000","322,000,000",0.00,TA SECURITIES HOLDINGS BERHAD
0299,AGX GROUP BERHAD,ACE MARKET,07/02/2024,"44,275,000","432,866,125",0.350,0.360,2.86,0.515,"155,831,805","222,926,054",43.06,TA SECURITIES HOLDINGS BERHAD
0303,ALPHA IVF GROUP BERHAD,ACE MARKET,22/03/2024,"466,560,000","4,860,000,000",0.320,0.320,0.00,0.350,"1,555,200,000","1,701,000,000",9.38,AmInvestment Bank Berhad
5320,PROLINTAS INFRA BUSINESS TRUST,MAIN MARKET,25/03/2024,"445,265,000","1,100,000,000",0.950,0.970,2.11,0.930,"1,067,000,000","1,023,000,000",-4.12,AMINVESTMENT BANK BERHAD
0301,ZANTAT HOLDINGS BERHAD,ACE MARKET,27/03/2024,"18,200,000","280,000,000",0.250,0.375,50.00,0.355,"105,000,000","99,400,000",-5.33,M & A SECURITIES SDN BHD
0300,SBH MARINE HOLDINGS BERHAD,ACE MARKET,08/04/2024,"50,600,000","888,000,000",0.220,0.255,15.91,0.265,"226,440,000","235,320,000",3.92,KAF INVESTMENT BANK BERHAD
5321,KEYFIELD INTERNATIONAL BERHAD,MAIN MARKET,22/04/2024,"188,064,000","800,000,000",0.900,1.930,114.44,2.300,"1,544,000,000","1,847,180,945",19.64,M&A SECURITIES SDN BHD
0302,TOPMIX BERHAD,ACE MARKET,23/04/2024,"31,744,620","393,856,000",0.310,0.420,35.48,0.475,"165,419,520","187,081,600",13.10,M&A SECURITIES SDN BHD
5319,MKH OIL PALM (EAST KALIMANTAN) BERHAD,MAIN MARKET,30/04/2024,"155,438,774","1,023,590,845",0.620,0.615,-0.81,0.625,"629,508,370","639,744,278",1.63,M & A SECURITIES SDN BHD
0304,FARM PRICE HOLDINGS BERHAD,ACE MARKET,14/05/2024,"32,400,000","450,000,000",0.240,0.410,70.83,0.555,"184,500,000","249,750,000",35.37,ALLIANCE ISLAMIC BANK BERHAD
0305,SIN-KUNG LOGISTICS BERHAD,ACE MARKET,15/05/2024,"39,455,000","1,200,000,000",0.130,0.140,7.69,0.185,"168,000,000","222,000,000",32.14,M & A SECURITIES SDN BHD
5322,FEYTECH HOLDINGS BERHAD,MAIN MARKET,21/05/2024,"202,352,640","843,200,000",0.800,1.100,37.50,0.870,"927,520,000","733,584,000",-20.91,TA SECURITIES HOLDINGS BERHAD
03058,TOTAL DYNAMIC HOLDINGS BERHAD,LEAP MARKET,27/05/2024,"5,009,800","250,000,100",0.200,0.260,30.00,0.275,"65,000,026","68,750,028",5.77,WYNCORP ADVISORY SDN BHD
0306,SMART ASIA CHEMICAL BHD,ACE MARKET,28/05/2024,"37,400,000","369,850,420",0.400,0.460,15.00,0.315,"170,131,193","116,502,882",-31.52,Mercury Securities Sdn Bhd
0307,KAWAN RENERGY BERHAD,ACE MARKET,29/05/2024,"43,350,000","550,000,000",0.300,0.465,55.00,0.570,"255,750,000","313,500,000",22.58,M & A SECURITIES SDN BHD
0308,KTI LANDMARK BERHAD,ACE MARKET,19/06/2024,"61,500,000","800,000,000",0.300,0.285,-5.00,0.285,"228,000,000","228,000,000",0.00,M & A SECURITIES SDN BHD
0309,AGRICORE CS HOLDINGS BERHAD,ACE MARKET,21/06/2024,"25,857,000","202,800,000",0.500,0.875,75.00,0.505,"177,450,000","102,414,000",-42.29,M & A SECURITIES SDN BHD
0310,UUE HOLDINGS BERHAD,ACE MARKET,02/07/2024,"38,967,600","608,292,000",0.240,0.695,189.58,0.630,"422,762,940","383,223,960",-9.35,M & A SECURITIES SDN BHD
0311,GO HUB CAPITAL BERHAD,ACE MARKET,03/07/2024,"37,513,000","400,000,000",0.350,0.950,171.43,1.130,"380,000,000","452,000,000",18.95,UOB KAY HIAN SECURITIES (M) SDN BHD
0312,OCEAN FRESH BERHAD,ACE MARKET,04/07/2024,"14,014,000","210,146,000",0.280,0.770,175.00,0.310,"161,812,420","65,145,260",-59.74,KAF Investment Bank Berhad
5323,JOHOR PLANTATIONS GROUP BERHAD,MAIN MARKET,09/07/2024,"735,000,000","2,500,000,000",0.840,0.900,7.14,0.995,"2,250,000,000","2,487,500,000",10.56,RHB Investment Bank Berhad
0313,BWYS GROUP BERHAD,ACE MARKET,22/07/2024,"78,386,660","1,025,213,000",0.220,0.350,59.09,0.235,"358,824,550","240,925,055",-32.86,M&A SECURITIES SDN BHD
5325,WELL CHIP GROUP BERHAD,MAIN MARKET,23/07/2024,"172,500,000","600,000,000",1.150,1.720,49.57,1.460,"1,032,000,000","876,000,000",-15.12,Kenanga Investment Bank Berhad
0315,KUCINGKO BERHAD,ACE MARKET,26/07/2024,"60,000,000","500,000,000",0.300,0.570,90.00,0.335,"285,000,000","167,500,000",-41.23,KENANGA INVESTMENT BANK BERHAD
0316,SIK CHEONG BERHAD,ACE MARKET,13/08/2024,"23,220,000","266,000,000",0.270,0.360,33.33,0.220,"95,760,000","58,520,000",-38.89,TA SECURITIES HOLDINGS BERHAD
0318,ELRIDGE ENERGY HOLDINGS BERHAD,ACE MARKET,22/08/2024,"203,000,000","2,000,000,000",0.290,0.400,37.93,0.390,"800,000,000","780,000,000",-2.50,KAF Investment Bank Berhad
0317,EPB GROUP BERHAD,ACE MARKET,23/08/2024,"62,479,200","372,000,002",0.560,0.620,10.71,0.580,"230,640,001","215,760,001",-6.45,Malacca Securities Sdn Bhd
0319,VETECE HOLDINGS BERHAD,ACE MARKET,28/08/2024,"34,300,000","392,000,000",0.250,0.405,62.00,0.335,"158,760,000","131,320,000",-17.28,KENANGA INVESTMENT BANK BERHAD
0320,STEEL HAWK BERHAD,ACE MARKET,05/09/2024,"13,500,000","490,000,000",0.150,0.345,130.00,0.285,"169,050,000","139,650,000",-17.39,UOB KAY HIAN SECURITIES (M) SDN BHD
5326,99 SPEED MART RETAIL HOLDINGS BERHAD,MAIN MARKET,09/09/2024,"2,356,200,000","8,400,000,000",1.650,1.880,13.94,2.330,"15,792,000,000","19,572,000,000",23.94,CIMB Investment Bank Berhad
0321,SOLAR DISTRICT COOLING GROUP BERHAD,ACE MARKET,19/09/2024,"45,094,600","423,822,460",0.380,0.505,32.89,0.470,"214,030,342","199,196,556",-6.93,MERCURY SECURITIES SDN BHD
